Retailer,Category,Sub-Category,Domain,URL,Colors,Size,Product Hierarchy,Brand Name,Product Name,SKU,UPC,ID,Walmart Item #,Regular Price,Promo Price,Prime Price,Promo Tag,Each Price,Product Description,Product Details,Product Specification,Images,# of Images,Marketplace/3rd party seller,Nutrition Information,Lifestyle/Dietary Need,Delivery,Total Product Star Rating,Total # of Ratings,Total Recommendation Percentage,Total Number of Q&A
Walmart Canada,Drinks,Coffee,walmart.ca,https://www.walmart.ca/en/ip/great-value-dark-roast-ground-coffee/6000196032817,,907 g,Walmart.ca > Household Supplies & Pantry > Drinks > Coffee > Ground Coffee,Great Value,Great Value Dark Roast Ground Coffee,SKU:6000196032818,UPC:62891524267,ID:6000196032817,Walmart Item #:30872049,$6.87,,,,$0.76/100GR,Dark. Great Value products offer guaranteed quality at a price you’ve come to expect from Walmart.,,"[{""Product Type"":""Dark Roast""},{""Decaffeinated"":""No""},{""Singleserve"":""No""},{""Storage Type"":""Shelf""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/872/049/30872049.jpg,1,Sold by Walmart,Not Applicable,"No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly",Add to Cart; Find in Store,4.6,5,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/high-liner-pan-sear-haddock-roasted-garlic-herbs-lightly-breaded-whole-fillets/6000196030768,,"4 Fillets, 500 g","Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",High Liner,High Liner Pan-Sear Haddock Roasted Garlic & Herbs Lightly Breaded Whole Fillets,SKU:6000196030769,UPC:6176306883,ID:6000196030768,Walmart Item #:31089323,$12.97,,,,$2594/100GR,"Enjoy the quality and taste of a restaurant-inspired meal right in your own home. Delicately breaded wild caught whole haddock fillets are seasoned with a medley of herbs, including garlic, basil and thyme. You now have the convenience of cooking frozen fish on the stovetop, oven and barbecue.",,"[{""Cut"":""Fillets""},{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No milk,No sesame,No shellfish,No soy,No sulfite,No lactose""}]",https://i5.walmartimages.ca/images/Enlarge/068/836/999999-61763068836.jpg | https://i5.walmartimages.ca/images/Enlarge/883/6_1/999999-61763068836_1.jpg | https://i5.walmartimages.ca/images/Enlarge/259/236/6000203259236.jpg | https://i5.walmartimages.ca/images/Enlarge/259/236/6000203259236.jpg | https://i5.walmartimages.ca/images/Enlarge/883/6_2/999999-061763068836_2.jpg | https://i5.walmartimages.ca/images/Enlarge/883/6_3/999999-061763068836_3.jpg | https://i5.walmartimages.ca/images/Enlarge/883/6_3/999999-061763068836_3.jpg,7,Sold by Walmart,"Ingredients: Haddock fillets, Canola oil, Toasted wheat crumbs, Flour (rice, wheat), Water, Modified corn starch, Seasonings (roasted garlic, herbs, yeast, spices, citric acid, onion), Natural lemon flavour, Salt, Caramel, Sugar. Contains: Haddock (fish), Wheat.","No egg,No milk,No sesame,No shellfish,No soy,No sulfite,No lactose",Add to Cart; Find in Store,4.7,7,,
Walmart Canada,Drinks,Coffee,walmart.ca,https://www.walmart.ca/en/ip/maxwell-house-house-blend-coffee-100-compostable-pods-30-pods/6000201704037,,292g,Walmart.ca > Household Supplies & Pantry > Drinks > Coffee > Coffee Pods,Maxwell House,"Maxwell House House Blend Coffee 100% Compostable Pods, 30 Pods",SKU:6000201704038,UPC:6618800553,ID:6000201704037,Walmart Item #:30872674,$14.97,$12.97,,$Rollback,$4.44/100GR,"Maxwell House House Blend Coffee has a consistent signature taste that is good to the last drop. The distinctive blend of fine Arabica beans with a velvety, rich taste is exceptionally smooth and is the perfect start to your day. Made with 100% pure Arabica coffee beans, our gourmet roast is great served black or with cream and sugar. Brew a single cup of Maxwell House balanced coffee for a bright, lively cup of coffee anytime you want. Our coffee pods are 100% compostable and the box is recyclable.","•292g of 30ct Maxwell House House Blend Coffee 100% Compostable Pods
•Made with 100% Arabica beans
•100% pure ground coffee
•Pods and bag are 100% compostable and our box is recyclable
•Good to the last drop","[{""Product Type"":""Pods""},{""Decaffeinated"":""No""},{""Singleserve"":""Yes""},{""Storage Type"":""Shelf""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/820/862/6000201820862.jpg | https://i5.walmartimages.ca/images/Enlarge/820/859/6000201820859.jpg | https://i5.walmartimages.ca/images/Enlarge/820/880/6000201820880.jpg | https://i5.walmartimages.ca/images/Enlarge/910/721/6000201910721.jpg | https://i5.walmartimages.ca/images/Enlarge/910/722/6000201910722.jpg | https://i5.walmartimages.ca/images/Enlarge/910/723/6000201910723.jpg | https://i5.walmartimages.ca/images/Enlarge/915/325/6000201915325.jpg | https://i5.walmartimages.ca/images/Enlarge/915/323/6000201915323.jpg | https://i5.walmartimages.ca/images/Enlarge/820/864/6000201820864.jpg | https://i5.walmartimages.ca/images/Enlarge/820/864/6000201820864.jpg,10,Sold by Walmart,COFFEE.,,Add to Cart; Find in Store,4.2,105,,5
Walmart Canada,Drinks,Soft Drinks/Sodas,walmart.ca,https://www.walmart.ca/en/ip/great-value-club-soda/6000162307592,,,Walmart.ca > Grocery > Drinks > Soft Drinks > Other Soft Drinks,Great Value,Great Value Club Soda,SKU:10316771,UPC:60538887262,ID:6000162307592,Walmart Item #:9217424,$0.97,,,,$0.05/100ML,Fabulously fizzy Great Value Club Soda is a classic carbonated beverage that sparkles with thirst-quenching delight. Simply crack open a bottle and pour over ice or mix with juice for a refreshing drink that’s soda-licious.,"\u003Cp>Ingredients: carbonated water, potassium bicarbonate, potassium citrate.&nbsp;\u003C/p>\u003Cp>Assembled product dimensions: L 17.50 inches x W 9.00 inches x H 12.00 inches x W 37.10 pounds\u003C/p>","[{""Assembled Length"":""17.5 in""},{""Assembled Height"":""12 in""},{""Assembled Weight"":""37.1 lb""},{""Assembled Width"":""9 in""},{""Flavour"":""Other""},{""Singleserve"":""No""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/872/623/605388872623.jpg | https://i5.walmartimages.ca/images/Enlarge/23_/nft/605388872623_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/23_/nft/605388872623_NFT.jpg,3,Sold by Walmart,,"No artificials,Kosher,No added sugars,Paleo-friendly,Vegan-friendly,Vegetarian-friendly,Whole30-friendly",Add to Cart; Find in Store,5,2,,2
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/great-value-mediterranean-style-chicken-breasts/6000199545794,,1 kg,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Great Value,Great Value Mediterranean Style Chicken Breasts,SKU:6000199545795,UPC:62891741221,ID:6000199545794,Walmart Item #:30563672,$12.97,,,,$12.97/1KG,"Great Value boneless, skinless chicken breasts are marinated in a Mediterranean blend. Enjoy this item for lunch or dinner, they're great on the grill or in the oven! Serve with your favourite vegetables and dig in!","• Lean
• Boneless, skinless
• 19% meat protein, seasoned, uncooked
• High in protein
• Made in Canada
• Keep frozen","[{""Product Type"":""Chicken Breasts""},{""Cut"":""Other""},{""Storage Type"":""Frozen""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/412/213/628917412213.jpg | https://i5.walmartimages.ca/images/Enlarge/13_/nft/628917412213_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/13_/nft/628917412213_NFT.jpg,3,Sold by Walmart,"Chicken breast, water, modified potato starch, salt, maltodextrin, spices, sugar, tomato powder, red bell peppers, modified corn starch, potassium phosphate, sodium phosphate flavour. May contain: sesame, milk, eggs, soy, wheat, mustard.",,Add to Cart; Find in Store,4,1,,2
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/high-liner-pan-sear-wild-pacific-salmon-mediterranian-lightly-breaded-whole-pink-salmon-fillets/6000196030531,,"4 Fillets, 540 g","Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",High Liner,High Liner Pan-Sear Wild Pacific Salmon Mediterranian Lightly Breaded Whole Pink Salmon Fillets,SKU:6000196030532,UPC:6176306947,ID:6000196030531,Walmart Item #:8305944,$12.97,,,,$2.4/100GR,"Enjoy the quality and taste of a restaurant-inspired meal right in your own home. Delicately breaded wild pacific salmon fillets are seasoned with a delicious blend of basil, oregano, parsley, rosemary and garlic. You now have the convenience of cooking frozen fish on the stovetop, oven and barbecue.",,"[{""Cut"":""Fillets""},{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No milk,No sesame,No shellfish,No soy,No sulfite,No lactose,No artificials""}]",https://i5.walmartimages.ca/images/Enlarge/069/475/999999-61763069475.jpg | https://i5.walmartimages.ca/images/Enlarge/947/5_1/999999-61763069475_1.jpg | https://i5.walmartimages.ca/images/Enlarge/259/243/6000203259243.jpg | https://i5.walmartimages.ca/images/Enlarge/259/243/6000203259243.jpg | https://i5.walmartimages.ca/images/Enlarge/947/5_2/999999-061763069475_2.jpg | https://i5.walmartimages.ca/images/Enlarge/947/5_3/999999-061763069475_3.jpg | https://i5.walmartimages.ca/images/Enlarge/947/5_3/999999-061763069475_3.jpg,7,Sold by Walmart,"Ingredients: Pink salmon fillets, Water, Flour (rice, wheat), Toasted wheat crumbs, Canola oil, Modified corn starch, Seasonings (tomato, herbs, yeast, citric acid, garlic), Natural flavour (garlic, lemon, onion), Salt, Sugar, Sodium phosphate (to retain moisture). Contains: Pink salmon (fish), Wheat.","No egg,No milk,No sesame,No shellfish,No soy,No sulfite,No lactose,No artificials",Not Sold;,4.3,6,,
Walmart Canada,Drinks,Soft Drinks/Sodas,walmart.ca,https://www.walmart.ca/en/ip/crush-cream-sod-2-l-bottle/6000196027147,,2L,Walmart.ca > Grocery > Drinks > Soft Drinks > Other Soft Drinks,Crush,"Crush Cream Sod, 2 L bottle",SKU:6000196027148,UPC:5600000308,ID:6000196027147,Walmart Item #:9239100,$1.97,,,,$0.1/100ML,"Crush* Cream Soda treats you to a dreamy, creamy burst of flavour and tongue-tickling bubbles. This handy 2 L bottle is ideal for sharing this daydreaming taste treat.","• 2 L bottle
• Dreamy, creamy flavour
• Part of the Crush* family of fun flavours
• Perfect for sharing","[{""Flavour"":""Cream Soda""},{""Singleserve"":""No""},{""Storage Type"":""Shelf""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Vegan-friendly,Vegetarian-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/003/084/999999-56000003084.jpg | https://i5.walmartimages.ca/images/Enlarge/308/4_1/999999-56000003084_1.jpg | https://i5.walmartimages.ca/images/Enlarge/374/524/6000203374524.jpg | https://i5.walmartimages.ca/images/Enlarge/394/317/6000202394317.jpg | https://i5.walmartimages.ca/images/Enlarge/84_/nft/56000003084_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/84_/nft/56000003084_NFT.jpg,6,Sold by Walmart,"CARBONATED WATER, SUGAR/GLUCOSE-FRUCTOSE, CITRIC ACID, SODIUM BENZOATE, ARTIFICIAL FLAVOUR, COLOUR, QUILLAIA EXTRACT.","No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Vegan-friendly,Vegetarian-friendly",Add to Cart; Find in Store,4.6,21,,1
Walmart Canada,Frozen,Pizzas,walmart.ca,https://www.walmart.ca/en/ip/great-value-three-cheese-mini-pizzas/6000196099114,,8 Pizzas,Walmart.ca > Grocery > Frozen Food > Frozen Pizza,Great Value,Great Value Three Cheese Mini Pizzas,SKU:6000196099115,UPC:62891523175,ID:6000196099114,Walmart Item #:30128609,$5.47,,,,$0.65/100GR,Great Value products offer guaranteed quality at a price you’ve come to expect from Walmart. Cook thoroughly. Ready in 2.5 minutes. Source of calcium.,,"[{""Product Type"":""Cheese""},{""Storage Type"":""Other""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/231/755/628915231755.jpg | https://i5.walmartimages.ca/images/Enlarge/175/5_1/628915231755_1.jpg,2,Sold by Walmart,"Crust (enriched wheat flour, water, palm and modified palm oil shortening, sugar, canola oil, yeast, salt, whey powder, baking powder), sauce (water, tomato paste, canola oil sugar, salt, spices, modified corn starch, garlic powder), mozzarella cheese (part skim milk, bacterial culture, salt, calcium chloride, microbial enzyme), pizza topping (water, palm oil, casein, modified corn starch, salt, sodium phosphate, citric acid, sodium citrate, potassium ascorbate, lactic acid, colour), cheddar cheese (milk, bacterial culture, salt, colour, microbial enzyme), parmesan cheese, milk, salt, powdered cellulose, modified milk ingredients, lipase, microbial enzyme, bacterial culture, natamycin), powdered cellulose. Contains: milk, soy, wheat. May contain: mustard.",,Add to Cart; Find in Store,2.3,4,,1
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/searay-cooked-shrimp-meat/6000203220359,,300g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Searay Foods Inc.,Searay Cooked Shrimp Meat,SKU:6000203220360,UPC:82751000450,ID:6000203220359,Walmart Item #:31705595,$6.97,,,,$2.32/100GR,"Searay cooked peeled and deveined white shrimp is lean and packed with nutrition, protein, and flavour. Each pound contains 41-50 white shrimps. The meat is firm, and it has a sweet flavour. There are so many ways to prepare this shrimp to get the most flavour and one that stands out most is making a simple shrimp salad.",,"[{""Product Type"":""Seafood""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/355/175/6000203355175.jpg | https://i5.walmartimages.ca/images/Enlarge/355/179/6000203355179.jpg,2,Sold by Walmart,"Farmed Pacific White Shrimp (Litopenaeus vannamei), Salt, Sodium Tripolyphosphate (E451) (to retain moisture).",,Add to Cart; Find in Store,0,,,
Walmart Canada,Frozen,Pizzas,walmart.ca,https://www.walmart.ca/en/ip/delissio-rising-crust-pizza-spicy-chicken/6000191281718,,846 GR,Walmart.ca > Grocery > Frozen Food > Frozen Pizza,Delissio,DELISSIO Rising Crust Pizza Spicy Chicken,SKU:6000191281719,UPC:7192168956,ID:6000191281718,Walmart Item #:30875839,$5.44,,,,$0.64/100GR,"There’s nothing quite like a classic rising crust pizza topped with your favourite ingredients. DELISSIO® Rising Crust Pizza Spicy Chicken (846 g) tops a high-rising, thick crust with spicy grilled chicken, red and green peppers, and finely chopped onions  – bringing spicy, and savoury flavours together in one! Whether treating yourself or pleasing a crowd, the soft and fluffy crust with a crispy outside makes every night an irresistible pizza night. Made with high quality ingredients, it’s no wonder DELISSIO® is the Most Trusted Frozen Pizza Brand in Canada*. It’s easy to cook up a delish pizza that tastes just like delivery. It’s not delivery, It’s DELISSIO!® *BrandSpark International inc. 2017/2018","• A classic, thick crust with a fluffy inside, topped with spicy grilled chicken, red and green peppers, and finely chopped onions
• Made with only quality ingredients, DELISSIO® is the Most Trusted Frozen Pizza Brand in Canada*
• Quick and easy way to turn any night into a mouth-watering pizza night – perfect for a night in, pleasing the crowd, or a tasty appetizer
• Add your favourite ingredients for your own pizza personalization
• The only door you need to open is your oven. It’s not delivery, it’s DELISSIO!®","[{""Singleserve"":""No""},{""Product Type"":""Meat""},{""Storage Type"":""Frozen""},{""Features"":""\u2022 A classic""},{""Features"":"" thick crust with a fluffy inside""},{""Features"":"" topped with spicy grilled chicken""},{""Features"":"" red and green peppers""},{""Features"":"" and finely chopped onions<br>\u2022 Made with only quality ingredients""},{""Batteries Included"":""N""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No mustard,No sesame,No shellfish,No sulfite,No artificials""}]",https://i5.walmartimages.com/asr/4e358207-1be0-4d61-9370-3ed91bdeb5d4.e47e452478b9c51543d8461a4d363353.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/281202d9-c26f-41fa-85bd-fd10666e4000.b454523977a9c979e62e266dc069e777.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/29f84ad1-7c3e-4d0c-b415-856f238d3227.c0eb50c9dedc8e9dfc661d3d0de30619.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/24f2d23c-d3ab-4e18-9c16-7e8043d398c2.0095babeb9566db2ec61b50a57279c89.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/1351e6ec-0606-4c29-8d60-8777fb5b6692.abf64b9b7e8376003952cec399329430.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/fd3de227-147e-4518-9da6-8477ff53ad40.d79469bea3a0e9cda9e9cf0fa683f42b.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/252aaebf-8bb6-4408-8658-d34d4a1677d2.d781efab43c6334f668a98d666e4dd4e.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff,7,Sold by Walmart,"Crust (wheat flour, water, sugar, corn meal,  wheat gluten, soya oil, yeast, salt, modified palm oil, DATEM, baking soda, mineral oil, sunflower lecithin, ascorbic acid, glucoamylase, glucose oxidase, xylanase), Part-skim mozzarella cheese (partly skimmed milk, bacterial culture, salt, microbial enzyme), Sauce (water, tomato paste, soya oil, salt, garlic, spices and herbs), Spicy seasoned chicken (chicken, water, salt, rice starch, sugars [dextrose], seasoning [soy, wheat], sodium phosphates, spice, red pepper), Red and green bell pepper, Onion.","No egg,No fish,No mustard,No sesame,No shellfish,No sulfite,No artificials",Add to Cart; Find in Store,4.1,25,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/great-value-wild-pacific-pink-salmon/6000200804186,,213 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Fish & Seafood",Great Value,Great Value Wild Pacific Pink Salmon,SKU:6000200804187,UPC:68113134053,ID:6000200804186,Walmart Item #:30240652,$3.27,,,,$1.54/100GR,Great Value Wild Pacific Pink Salmon,"• Source of Omega-3 polyunsaturates
• Product of Thailand","[{""Product Type"":""Salmon""},{""Flavour"":""Not Applicable""},{""Cut"":""Fillets""},{""Singleserve"":""No""},{""Storage Type"":""Frozen""},{""Walmart Exclusive"":""Yes""},{""International Foods"":""Thai""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No artificials,No added sugars,Paleo-friendly,Whole30-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/340/533/681131340533.jpg | https://i5.walmartimages.ca/images/Enlarge/33_/nft/681131340533_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/33_/nft/681131340533_NFT.jpg,3,Sold by Walmart,"Pink salmon, salt. Contains: Fish (Salmon)","No artificials,No added sugars,Paleo-friendly,Whole30-friendly",Add to Cart; Find in Store,4,1,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/great-value-garlic-parmesan-dry-rub-chicken-wings/6000200244757,,825 g (700 g wings),"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Chicken & Turkey",Great Value,Great Value Garlic Parmesan Dry Rub Chicken Wings,SKU:6000200244758,UPC:68113134112,ID:6000200244757,Walmart Item #:30346290,$9.97,,,,$1.21/100GR,"Fully cooked wings with a Garlic Parmesan dry rub make these a delicious choice for wing night dinners or snacks.  Bake them, toss them with the dry rub, and then dip them in the marinara sauce provided for a perfect finish.","• Fully cooked
• 16% meat protein
• Breaded, cut-up
• Seasoned
• Tips removed
• Bake, toss then dip
• Rub and sauce included
• A fun way to eat your wings
• Quick and easy","[{""Product Type"":""Wings""},{""Cut"":""Wings""},{""Singleserve"":""No""},{""Storage Type"":""Frozen""},{""Walmart Exclusive"":""Yes""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/659/672/6000203659672.jpg | https://i5.walmartimages.ca/images/Enlarge/659/671/6000203659671.jpg,2,Sold by Walmart,"Breaded chicken wings: Chicken wings (winglets and drumettes) • Water • Enriched wheat flour • Soybean oil • Salt • Sugars (dextrose) • Sodium tripolyphosphate • Onion powder • Garlic powder • Flavour • Spice. Contains: Wheat. May contain: Sesame • Eggs • Soy • Mustard. Marinara dipping sauce: Water • Tomato paste • Tomatoes (tomatoes, tomato juice, citric acid, calcium chloride) • Salt • Onions • Modified corn starch • Sugar • Vinegar • Garlic • Canola oil • Spices • Herbs • Citric acid • Potassium sorbate • Sodium benzoate. Garlic parmesan rub: Sugars (corn maltodextrin, sugar) • Parmesan cheese • Dehydrated garlic • Onion powder • Buttermilk powder • Salt • Yeast extract • Corn starch • Flavour• Spice • Silicon dioxide • Canola oil. Contains: Milk.",,Add to Cart; Find in Store,3,4,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/keg-steakhouse-bar-bbq-pork-back-ribs/6000197873213,,,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Pork",Keg Steakhouse & Bar,Keg Steakhouse & Bar BBQ Pork Back Ribs,SKU:6000197873214,UPC:69567600620,ID:6000197873213,Walmart Item #:30595468,$15.97,,,,$2.28/100GR,"Enjoy our fall-of-the-bone succulent ribs at home.. Made the KEG way! Our BBQ Pork Ribs are slowly braised, naturally wood smoked, fully cooked and ready to heat on the grill or in the oven!","• Cook on BBQ/ Grill
• Defrost before heating
• Heat to a minimum internal temperature of 165 °F/74 °C before consuming","[{""Cut"":""Other""},{""Product Type"":""Other""},{""Storage Type"":""Frozen""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""""}]",https://i5.walmartimages.ca/images/Enlarge/006/205/999999-695676006205.jpg | https://i5.walmartimages.ca/images/Enlarge/620/5_1/999999-695676006205_1.jpg | https://i5.walmartimages.ca/images/Enlarge/620/5_2/999999-695676006205_2.jpg,3,Sold by Walmart,"Pork back ribs, Smoke. Sauce: Water, Tomato Paste, Sugar, White Vinegar, Brown Sugar, Modified Corn Starch, Dehydrated garlic & onion, Salt, Hydrolyzed Soy Protein, Spices & spice extracts (contains Soy Lecithin), Mustard Flour, Caramel, Potassium Sorbate, Sodium Benzoate, Xanthan Gum. Allergens: Mustard, Soy.",,Not Sold;,3.7,3,,
Walmart Canada,Frozen,Meatless Alternatives,walmart.ca,https://www.walmart.ca/en/ip/gardein-meat-free-chipotle-lime-crispy-fingers/6000195508468,,270 g,"Walmart.ca > Grocery > Frozen Food > Frozen Meat, Seafood & Alternatives > Frozen Plant-based Proteins",Gardein,Gardein Meat-free Chipotle Lime Crispy Fingers,SKU:6000195508469,UPC:84223400089,ID:6000195508468,Walmart Item #:30442051,$5.27,,,,,"Deliciously meat-free crispy fingers with a crunchy coating with hints of lime and chipotle. Enjoy with dips, sliced in a wrap or as a protein added to your salad.",,"[{""Storage Type"":""Frozen""},{""Product Type"":""Other""},{""Lifestyle and Dietary Claims"":""11""},{""Batteries Included"":""N""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No sesame,No shellfish,No lactose,Kosher,Vegan-friendly,Vegetarian-friendly""}]",https://i5.walmartimages.com/asr/c54b5ec8-4ee0-40f1-b98b-70b2b139d0a3.e29a7b5c1d5ccaddc91f829b685a793b.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff | https://i5.walmartimages.com/asr/5d570f1a-1d4c-4a9a-bca6-8132885ae515.6fb924602df2e56fa4db875d847a2e05.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff,2,Sold by Walmart,"water, wheat flour, soy protein isolate, canola oil, wheat gluten, corn meal, methylcellulose, ancient grain flour (kamut, amaranth, millet, quinoa), yeast extract, dipotassium phosphate, sugar, colour, seasoning (yeast extract, maltodextrin, natural flavour, onion powder, spices), maltodextrin, potato starch, natural flavours, sea salt, cane sugar, salt, red bell pepper flakes, soy sauce (water, soybeans, salt), modified cornstarch, spices, rice flour, white vinegar, dried lemon peel, dextrin, gum arabic, garlic powder, yeast, onion powder, lime juice powder (maltodextrin, lime juice solids, natural flavour), tomato powder, citric acid, pea protein, baking powder, chipotle chili powder, carrot powder, sugar beet fibre, soybean oil, vitamins and minerals (maltodextrin, magnesium oxide, ferric orthophosphate, niacinamide, zinc oxide, vitamin b12, calcium pantothenate, pyridoxine hydrochloride, thiamine hydrochloride, riboflavin). Contains: soy, wheat, barley.","No egg,No fish,No milk,No sesame,No shellfish,No lactose,Kosher,Vegan-friendly,Vegetarian-friendly",Add to Cart; Find in Store,4.6,66,,
Walmart Canada,Drinks,Soft Drinks/Sodas,walmart.ca,https://www.walmart.ca/en/ip/schweppes-ginger-ale-12-x-355-ml-cans/6000196027123,,12x355mL,Walmart.ca > Grocery > Drinks > Soft Drinks > Other Soft Drinks,Schweppes,"Schweppes Ginger Ale, 12 x 355 mL cans",SKU:6000196027124,UPC:1660012002,ID:6000196027123,Walmart Item #:9237833,$5.47,,,,$0.13/100ML,"Nothing quenches thirst quite like the refreshingly crisp, bright ginger flavour of Schweppes* Ginger Ale, a taste tradition since 1783. This convenient 12-pack of 355 mL cans is ideal for sharing bubbles of fun!","•12 x 355 mL cans
•Versatile mixer
•Bright, refreshing ginger taste
•Perfect for get-togethers","[{""Flavour"":""Ginger Ale""},{""Singleserve"":""No""},{""Storage Type"":""Shelf""},{""Clearout Deal"":""No""},{""Lifestyle\/Dietary Need"":""No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Vegan-friendly,Vegetarian-friendly""}]",https://i5.walmartimages.ca/images/Enlarge/741/497/6000202741497.jpg | https://i5.walmartimages.ca/images/Enlarge/741/498/6000202741498.jpg | https://i5.walmartimages.ca/images/Enlarge/741/500/6000202741500.jpg | https://i5.walmartimages.ca/images/Enlarge/850/656/6000201850656.jpg | https://i5.walmartimages.ca/images/Enlarge/374/290/6000203374290.jpg | https://i5.walmartimages.ca/images/Enlarge/850/657/6000201850657.jpg | https://i5.walmartimages.ca/images/Enlarge/24_/nft/16600120024_NFT.jpg | https://i5.walmartimages.ca/images/Enlarge/24_/nft/16600120024_NFT.jpg,8,Sold by Walmart,"CARBONATED WATER, SUGAR/GLUCOSE-FRUCTOSE, CITRIC ACID, SODIUM BENZOATE, COLOUR, NATURAL FLAVOUR.","No egg,No fish,No milk,No mustard,No sesame,No shellfish,No soy,No sulfite,No wheat,No lactose,Vegan-friendly,Vegetarian-friendly",Add to Cart; Find in Store,4.5,63,,
